Bear,45.476428,-122.460129
Powell,45.487322,-122.513016
Johnson,45.477345,-122.492102
Gabbert,45.473723,-122.437425
Dowsett,45.48969,-122.426073
Fishpond,45.494321,-122.391512
Palopa,45.493846,-122.391664
Oxbow,45.490781,-122.289593
Bridal,45.534957,-122.230316
TT,45.538,-122.28
Marmot,45.384507,-122.036361
Wildwood,45.35083,-121.9953
Wildcat,45.322712,-122.113846
Salmon,45.263912,-121.943067
